eventID,occurrenceID,scientificName,scientificNameID,vernacularName,occurrenceStatus,parentNameUsageID,taxonomicStatus,scientificNameAuthorship,kingdom,phylum,class,order,family,genus,taxonRank,associatedTaxa,associatedOccurrences,basisOfRecord
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0102:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0102,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0102:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0102,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0103,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,Sockeye salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0103:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0103,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0103:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0103,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0103:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Sockeye salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0103,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0104,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0104:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0104,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0104:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0104,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0104:p:sch,Candidatus Syngnamydia salmonis ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0104,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0105,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0105:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0105,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0105:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0105,PreservedSpecimen
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:M0105:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn28:trawl:M0105,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0106,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0106:p:ce_sha,Ceratonova shasta,urn:lsid:marinespecies.org:taxname:990442,NA,present,990421,accepted,"(Noble, 1950)",Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratonova,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0106,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0106:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0106,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0107,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0107:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0107,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0107:p:sch,Candidatus Syngnamydia salmonis ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0107,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0108,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0108:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0108,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0108:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0108,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0108:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0108,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0108:p:my_ins,Myxobolus insidiosus,urn:lsid:marinespecies.org:taxname:465058,NA,present,120290,accepted,"Wyatt & Pratt, 1963",Animalia,Cnidaria,Myxozoa,Bivalvulida,Myxobolidae,Myxobolus,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0108,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0109,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0109:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0109,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0109:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0109,PreservedSpecimen
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:M0109:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn29:trawl:M0109,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0001,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0001:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0001,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0001:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0001,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0001:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0001,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0001:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0001,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0001:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0001,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0001:p:pa_ther,Desmozoon lepeophtherii,urn:lsid:marinespecies.org:taxname:565086,NA,present,565085,accepted,"Freeman & Sommerville, 2009",Fungi,Microsporidia,Microsporea,Chytridiopsida,Enterocytozoonidae,Desmozoon,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0001,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0001:p:sch,Candidatus Syngnamydia salmonis ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0001,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0002,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,Pink salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0002:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Pink salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0002,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0002:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Pink salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0002,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0002:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Pink salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0002,PreservedSpecimen
IYS:GoA2019_Stn3:trawl,IYS:GoA2019_Stn3:trawl:M0002:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Pink salmon"" ",Pathogen found on: IYS:GoA2019_Stn3:trawl:M0002,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0110,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0110:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0110,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0110:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0110,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0111,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0111:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0111,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0112,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0112:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0112,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0112:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0112,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0112:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0112,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0113,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0113:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0113,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0114,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0114:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0114,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0114:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0114,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0115,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0115:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0115,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0115:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0115,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0115:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0115,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0116,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0116:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0116,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0116:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0116,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0116:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0116,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0116:p:sch,Candidatus Syngnamydia salmonis ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0116,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0117,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0117:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0117,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0117:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0117,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0117:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0117,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0118,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0118:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0118,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0118:p:ce_sha,Ceratonova shasta,urn:lsid:marinespecies.org:taxname:990442,NA,present,990421,accepted,"(Noble, 1950)",Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratonova,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0118,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0118:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0118,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0118:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0118,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0118:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0118,PreservedSpecimen
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:M0118:p:sch,Candidatus Syngnamydia salmonis ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn30:trawl:M0118,PreservedSpecimen
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:M0119,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
