eventID,measurementID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID,measurementValueID,occurrenceID
NA,IYS:GoA2020_Stn:3:bongo_occ:224:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:224
NA,IYS:GoA2020_Stn:3:bongo_occ:224:ind_counted,ind_counted, ,1,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:224
NA,IYS:GoA2020_Stn:3:bongo_occ:224:ind_total,ind_total, ,1,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:224
NA,IYS:GoA2020_Stn:3:bongo_occ:224:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.01251407834,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:224
NA,IYS:GoA2020_Stn:3:bongo_occ:224:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.02037074761,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:224
NA,IYS:GoA2020_Stn:3:bongo_occ:225:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:225
NA,IYS:GoA2020_Stn:3:bongo_occ:225:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:225
NA,IYS:GoA2020_Stn:3:bongo_occ:225:ind_counted,ind_counted, ,71,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:225
NA,IYS:GoA2020_Stn:3:bongo_occ:225:ind_total,ind_total, ,71,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:225
NA,IYS:GoA2020_Stn:3:bongo_occ:225:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.888499562,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:225
NA,IYS:GoA2020_Stn:3:bongo_occ:225:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1.44632308,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:225
NA,IYS:GoA2020_Stn:3:bongo_occ:226:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C5,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/,IYS:GoA2020_Stn:3:bongo_occ:226
NA,IYS:GoA2020_Stn:3:bongo_occ:226:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/,IYS:GoA2020_Stn:3:bongo_occ:226
NA,IYS:GoA2020_Stn:3:bongo_occ:226:ind_counted,ind_counted, ,50,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:226
NA,IYS:GoA2020_Stn:3:bongo_occ:226:ind_total,ind_total, ,50,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:226
NA,IYS:GoA2020_Stn:3:bongo_occ:226:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.6257039169,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:226
NA,IYS:GoA2020_Stn:3:bongo_occ:226:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1.01853738,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:226
NA,IYS:GoA2020_Stn:3:bongo_occ:227:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C6,NA,NA, ,IYS:GoA2020_Stn:3:bongo_occ:227
NA,IYS:GoA2020_Stn:3:bongo_occ:227:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/,IYS:GoA2020_Stn:3:bongo_occ:227
NA,IYS:GoA2020_Stn:3:bongo_occ:227:ind_counted,ind_counted, ,236,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:227
NA,IYS:GoA2020_Stn:3:bongo_occ:227:ind_total,ind_total, ,236,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:227
NA,IYS:GoA2020_Stn:3:bongo_occ:227:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,2.953322488,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:227
NA,IYS:GoA2020_Stn:3:bongo_occ:227:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,4.807496435,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:227
NA,IYS:GoA2020_Stn:3:bongo_occ:228:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C6,NA,NA, ,IYS:GoA2020_Stn:3:bongo_occ:228
NA,IYS:GoA2020_Stn:3:bongo_occ:228:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,M,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S103/,IYS:GoA2020_Stn:3:bongo_occ:228
NA,IYS:GoA2020_Stn:3:bongo_occ:228:ind_counted,ind_counted, ,23,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:228
NA,IYS:GoA2020_Stn:3:bongo_occ:228:ind_total,ind_total, ,23,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:228
NA,IYS:GoA2020_Stn:3:bongo_occ:228:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.2878238018,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:228
NA,IYS:GoA2020_Stn:3:bongo_occ:228:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.4685271949,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:228
NA,IYS:GoA2020_Stn:3:bongo_occ:229:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:229
NA,IYS:GoA2020_Stn:3:bongo_occ:229:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:229
NA,IYS:GoA2020_Stn:3:bongo_occ:229:ind_counted,ind_counted, ,264,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:229
NA,IYS:GoA2020_Stn:3:bongo_occ:229:ind_total,ind_total, ,264,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:229
NA,IYS:GoA2020_Stn:3:bongo_occ:229:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,3.303716681,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:229
NA,IYS:GoA2020_Stn:3:bongo_occ:229:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,5.377877368,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:229
NA,IYS:GoA2020_Stn:3:bongo_occ:230:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:230
NA,IYS:GoA2020_Stn:3:bongo_occ:230:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:230
NA,IYS:GoA2020_Stn:3:bongo_occ:230:ind_counted,ind_counted, ,6,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:230
NA,IYS:GoA2020_Stn:3:bongo_occ:230:ind_total,ind_total, ,6,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:230
NA,IYS:GoA2020_Stn:3:bongo_occ:230:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.07508447003,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:230
NA,IYS:GoA2020_Stn:3:bongo_occ:230:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.1222244856,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:230
NA,IYS:GoA2020_Stn:3:bongo_occ:231:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:231
NA,IYS:GoA2020_Stn:3:bongo_occ:231:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:231
NA,IYS:GoA2020_Stn:3:bongo_occ:231:ind_counted,ind_counted, ,22,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:231
NA,IYS:GoA2020_Stn:3:bongo_occ:231:ind_total,ind_total, ,22,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:231
NA,IYS:GoA2020_Stn:3:bongo_occ:231:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.2753097234,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:231
NA,IYS:GoA2020_Stn:3:bongo_occ:231:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.4481564473,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:231
NA,IYS:GoA2020_Stn:3:bongo_occ:232:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C5,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/,IYS:GoA2020_Stn:3:bongo_occ:232
NA,IYS:GoA2020_Stn:3:bongo_occ:232:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:232
NA,IYS:GoA2020_Stn:3:bongo_occ:232:ind_counted,ind_counted, ,4,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:232
NA,IYS:GoA2020_Stn:3:bongo_occ:232:ind_total,ind_total, ,4,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:232
NA,IYS:GoA2020_Stn:3:bongo_occ:232:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.05005631335,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:232
NA,IYS:GoA2020_Stn:3:bongo_occ:232:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.08148299043,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:232
NA,IYS:GoA2020_Stn:3:bongo_occ:233:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:233
NA,IYS:GoA2020_Stn:3:bongo_occ:233:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:233
NA,IYS:GoA2020_Stn:3:bongo_occ:233:ind_counted,ind_counted, ,104,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:233
NA,IYS:GoA2020_Stn:3:bongo_occ:233:ind_total,ind_total, ,104,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:233
NA,IYS:GoA2020_Stn:3:bongo_occ:233:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1.301464147,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:233
NA,IYS:GoA2020_Stn:3:bongo_occ:233:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,2.118557751,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:233
NA,IYS:GoA2020_Stn:3:bongo_occ:234:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:234
NA,IYS:GoA2020_Stn:3:bongo_occ:234:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:234
NA,IYS:GoA2020_Stn:3:bongo_occ:234:ind_counted,ind_counted, ,451,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:234
NA,IYS:GoA2020_Stn:3:bongo_occ:234:ind_total,ind_total, ,451,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:234
NA,IYS:GoA2020_Stn:3:bongo_occ:234:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,5.64384933,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:234
NA,IYS:GoA2020_Stn:3:bongo_occ:234:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,9.187207171,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:234
NA,IYS:GoA2020_Stn:3:bongo_occ:235:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:235
NA,IYS:GoA2020_Stn:3:bongo_occ:235:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:235
NA,IYS:GoA2020_Stn:3:bongo_occ:235:ind_counted,ind_counted, ,16,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:235
NA,IYS:GoA2020_Stn:3:bongo_occ:235:ind_total,ind_total, ,16,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:235
NA,IYS:GoA2020_Stn:3:bongo_occ:235:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.2002252534,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:235
NA,IYS:GoA2020_Stn:3:bongo_occ:235:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.3259319617,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:235
NA,IYS:GoA2020_Stn:3:bongo_occ:236:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:236
NA,IYS:GoA2020_Stn:3:bongo_occ:236:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:236
NA,IYS:GoA2020_Stn:3:bongo_occ:236:ind_counted,ind_counted, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:236
NA,IYS:GoA2020_Stn:3:bongo_occ:236:ind_total,ind_total, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:236
NA,IYS:GoA2020_Stn:3:bongo_occ:236:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.02502815668,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:236
NA,IYS:GoA2020_Stn:3:bongo_occ:236:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.04074149521,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:236
NA,IYS:GoA2020_Stn:3:bongo_occ:237:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,paralarva,NA,NA, ,IYS:GoA2020_Stn:3:bongo_occ:237
NA,IYS:GoA2020_Stn:3:bongo_occ:237:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:237
NA,IYS:GoA2020_Stn:3:bongo_occ:237:ind_counted,ind_counted, ,6,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:237
NA,IYS:GoA2020_Stn:3:bongo_occ:237:ind_total,ind_total, ,6,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:237
NA,IYS:GoA2020_Stn:3:bongo_occ:237:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.07508447003,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:237
NA,IYS:GoA2020_Stn:3:bongo_occ:237:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.1222244856,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:237
NA,IYS:GoA2020_Stn:3:bongo_occ:238:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,paralarva,NA,NA, ,IYS:GoA2020_Stn:3:bongo_occ:238
NA,IYS:GoA2020_Stn:3:bongo_occ:238:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:238
NA,IYS:GoA2020_Stn:3:bongo_occ:238:ind_counted,ind_counted, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:238
NA,IYS:GoA2020_Stn:3:bongo_occ:238:ind_total,ind_total, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:238
NA,IYS:GoA2020_Stn:3:bongo_occ:238:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.02502815668,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:238
NA,IYS:GoA2020_Stn:3:bongo_occ:238:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.04074149521,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:238
NA,IYS:GoA2020_Stn:3:bongo_occ:239:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:239
NA,IYS:GoA2020_Stn:3:bongo_occ:239:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/,IYS:GoA2020_Stn:3:bongo_occ:239
NA,IYS:GoA2020_Stn:3:bongo_occ:239:ind_counted,ind_counted, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:239
NA,IYS:GoA2020_Stn:3:bongo_occ:239:ind_total,ind_total, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:239
NA,IYS:GoA2020_Stn:3:bongo_occ:239:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.02502815668,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:239
NA,IYS:GoA2020_Stn:3:bongo_occ:239:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.04074149521,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:239
NA,IYS:GoA2020_Stn:3:bongo_occ:240:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:240
NA,IYS:GoA2020_Stn:3:bongo_occ:240:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:240
NA,IYS:GoA2020_Stn:3:bongo_occ:240:ind_counted,ind_counted, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:240
NA,IYS:GoA2020_Stn:3:bongo_occ:240:ind_total,ind_total, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:240
NA,IYS:GoA2020_Stn:3:bongo_occ:240:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.02502815668,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:240
NA,IYS:GoA2020_Stn:3:bongo_occ:240:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.04074149521,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:240
NA,IYS:GoA2020_Stn:3:bongo_occ:241:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:241
NA,IYS:GoA2020_Stn:3:bongo_occ:241:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:241
NA,IYS:GoA2020_Stn:3:bongo_occ:241:ind_counted,ind_counted, ,3,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:241
NA,IYS:GoA2020_Stn:3:bongo_occ:241:ind_total,ind_total, ,3,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:241
NA,IYS:GoA2020_Stn:3:bongo_occ:241:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.03754223501,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:241
NA,IYS:GoA2020_Stn:3:bongo_occ:241:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.06111224282,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:241
NA,IYS:GoA2020_Stn:3:bongo_occ:242:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:242
NA,IYS:GoA2020_Stn:3:bongo_occ:242:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:242
NA,IYS:GoA2020_Stn:3:bongo_occ:242:ind_counted,ind_counted, ,39,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:242
NA,IYS:GoA2020_Stn:3:bongo_occ:242:ind_total,ind_total, ,39,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:3:bongo_occ:242
NA,IYS:GoA2020_Stn:3:bongo_occ:242:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.4880490552,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:242
NA,IYS:GoA2020_Stn:3:bongo_occ:242:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.7944591567,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:3:bongo_occ:242
NA,IYS:GoA2020_Stn:3:bongo_occ:243:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:243
NA,IYS:GoA2020_Stn:3:bongo_occ:243:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:3:bongo_occ:243
