eventID,occurrenceID,scientificName,measurementRemarks.x,measurementType,measurementValue,measurementID,measurementTypeID,measurementUnit,measurementUnitID,measurementValueID,measurementRemarks.y
IYS:GoA2019_Stn21:bongo:Net2:SS36,IYS:GoA2019_Stn21:bongo:Net2:SS36:zoop_occ-193,Animalia,NA,weight,26.7,IYS:GoA2019_Stn21:bongo:Net2:SS36:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,jellies. Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:SS36,IYS:GoA2019_Stn21:bongo:Net2:SS36:zoop_occ-193,Animalia,NA,length,4.0,IYS:GoA2019_Stn21:bongo:Net2:SS36:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,jellies. Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:SS36,IYS:GoA2019_Stn21:bongo:Net2:SS36:zoop_occ-193,Animalia,NA,individualCount,1,IYS:GoA2019_Stn21:bongo:Net2:SS36:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,jellies. Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:SS37,IYS:GoA2019_Stn21:bongo:Net2:SS37:zoop_occ-194,Animalia,NA,length,2.0,IYS:GoA2019_Stn21:bongo:Net2:SS37:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/S11/current/S117/,"2 epac, chetognath, jellies. Length type: Size fraction"
IYS:GoA2019_Stn21:bongo:Net2:SS37,IYS:GoA2019_Stn21:bongo:Net2:SS37:zoop_occ-194,Animalia,NA,individualCount,1,IYS:GoA2019_Stn21:bongo:Net2:SS37:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,"2 epac, chetognath, jellies. Length type: Size fraction"
IYS:GoA2019_Stn21:bongo:Net2:SS37,IYS:GoA2019_Stn21:bongo:Net2:SS37:zoop_occ-194,Animalia,NA,weight,27.3,IYS:GoA2019_Stn21:bongo:Net2:SS37:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,"2 epac, chetognath, jellies. Length type: Size fraction"
IYS:GoA2019_Stn21:bongo:Net2:Z215,IYS:GoA2019_Stn21:bongo:Net2:Z215:zoop_occ-195,Animalia,NA,weight,47.8,IYS:GoA2019_Stn21:bongo:Net2:Z215:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:Z215,IYS:GoA2019_Stn21:bongo:Net2:Z215:zoop_occ-195,Animalia,NA,individualCount,1,IYS:GoA2019_Stn21:bongo:Net2:Z215:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:Z215,IYS:GoA2019_Stn21:bongo:Net2:Z215:zoop_occ-195,Animalia,NA,length,0.25,IYS:GoA2019_Stn21:bongo:Net2:Z215:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:Z280,IYS:GoA2019_Stn21:bongo:Net2:Z280:zoop_occ-196,Animalia,NA,length,0.5,IYS:GoA2019_Stn21:bongo:Net2:Z280:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:Z280,IYS:GoA2019_Stn21:bongo:Net2:Z280:zoop_occ-196,Animalia,NA,individualCount,1,IYS:GoA2019_Stn21:bongo:Net2:Z280:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:Z280,IYS:GoA2019_Stn21:bongo:Net2:Z280:zoop_occ-196,Animalia,NA,weight,39.6,IYS:GoA2019_Stn21:bongo:Net2:Z280:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:Z286,IYS:GoA2019_Stn21:bongo:Net2:Z286:zoop_occ-197,Animalia,NA,length,1.0,IYS:GoA2019_Stn21:bongo:Net2:Z286:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:Z286,IYS:GoA2019_Stn21:bongo:Net2:Z286:zoop_occ-197,Animalia,NA,individualCount,1,IYS:GoA2019_Stn21:bongo:Net2:Z286:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn21:bongo:Net2:Z286,IYS:GoA2019_Stn21:bongo:Net2:Z286:zoop_occ-197,Animalia,NA,weight,47.0,IYS:GoA2019_Stn21:bongo:Net2:Z286:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,Length type: Size fraction
IYS:GoA2019_Stn22:bongo:Net2:SS38,IYS:GoA2019_Stn22:bongo:Net2:SS38:zoop_occ-198,Lensia,NA,individualCount,1,IYS:GoA2019_Stn22:bongo:Net2:SS38:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS38,IYS:GoA2019_Stn22:bongo:Net2:SS38:zoop_occ-198,Lensia,NA,length,14,IYS:GoA2019_Stn22:bongo:Net2:SS38:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS38,IYS:GoA2019_Stn22:bongo:Net2:SS38:zoop_occ-199,Lensia,NA,individualCount,1,IYS:GoA2019_Stn22:bongo:Net2:SS38:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS38,IYS:GoA2019_Stn22:bongo:Net2:SS38:zoop_occ-199,Lensia,NA,length,23,IYS:GoA2019_Stn22:bongo:Net2:SS38:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS39,IYS:GoA2019_Stn22:bongo:Net2:SS39:zoop_occ-200,Thysanoessa spinifera,NA,individualCount,2,IYS:GoA2019_Stn22:bongo:Net2:SS39:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS39,IYS:GoA2019_Stn22:bongo:Net2:SS39:zoop_occ-200,Thysanoessa spinifera,NA,length,12.0,IYS:GoA2019_Stn22:bongo:Net2:SS39:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS40,IYS:GoA2019_Stn22:bongo:Net2:SS40:zoop_occ-201,Thysanoessa spinifera,NA,length,16.0,IYS:GoA2019_Stn22:bongo:Net2:SS40:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS40,IYS:GoA2019_Stn22:bongo:Net2:SS40:zoop_occ-201,Thysanoessa spinifera,NA,individualCount,3,IYS:GoA2019_Stn22:bongo:Net2:SS40:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS41,IYS:GoA2019_Stn22:bongo:Net2:SS41:zoop_occ-202,Thysanoessa spinifera,NA,length,20.0,IYS:GoA2019_Stn22:bongo:Net2:SS41:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS41,IYS:GoA2019_Stn22:bongo:Net2:SS41:zoop_occ-202,Thysanoessa spinifera,NA,individualCount,2,IYS:GoA2019_Stn22:bongo:Net2:SS41:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS42,IYS:GoA2019_Stn22:bongo:Net2:SS42:zoop_occ-203,Euphausia pacifica,NA,individualCount,5,IYS:GoA2019_Stn22:bongo:Net2:SS42:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS42,IYS:GoA2019_Stn22:bongo:Net2:SS42:zoop_occ-203,Euphausia pacifica,NA,length,11.0,IYS:GoA2019_Stn22:bongo:Net2:SS42:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS42B,IYS:GoA2019_Stn22:bongo:Net2:SS42B:zoop_occ-204,Aequorea,NA,length,17,IYS:GoA2019_Stn22:bongo:Net2:SS42B:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: bell diameter
IYS:GoA2019_Stn22:bongo:Net2:SS42B,IYS:GoA2019_Stn22:bongo:Net2:SS42B:zoop_occ-204,Aequorea,NA,individualCount,1,IYS:GoA2019_Stn22:bongo:Net2:SS42B:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: bell diameter
IYS:GoA2019_Stn22:bongo:Net2:SS42B,IYS:GoA2019_Stn22:bongo:Net2:SS42B:zoop_occ-205,Aequorea,NA,individualCount,1,IYS:GoA2019_Stn22:bongo:Net2:SS42B:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: bell diameter
IYS:GoA2019_Stn22:bongo:Net2:SS42B,IYS:GoA2019_Stn22:bongo:Net2:SS42B:zoop_occ-205,Aequorea,NA,length,25,IYS:GoA2019_Stn22:bongo:Net2:SS42B:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: bell diameter
IYS:GoA2019_Stn22:bongo:Net2:SS43,IYS:GoA2019_Stn22:bongo:Net2:SS43:zoop_occ-206,Euphausia pacifica,NA,minimumLength,20,IYS:GoA2019_Stn22:bongo:Net2:SS43:minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS43,IYS:GoA2019_Stn22:bongo:Net2:SS43:zoop_occ-206,Euphausia pacifica,NA,maximumLength,21,IYS:GoA2019_Stn22:bongo:Net2:SS43:maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS43,IYS:GoA2019_Stn22:bongo:Net2:SS43:zoop_occ-206,Euphausia pacifica,NA,individualCount,2,IYS:GoA2019_Stn22:bongo:Net2:SS43:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS44,IYS:GoA2019_Stn22:bongo:Net2:SS44:zoop_occ-207,Euphausia pacifica,NA,maximumLength,17,IYS:GoA2019_Stn22:bongo:Net2:SS44:maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS44,IYS:GoA2019_Stn22:bongo:Net2:SS44:zoop_occ-207,Euphausia pacifica,NA,minimumLength,15,IYS:GoA2019_Stn22:bongo:Net2:SS44:minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS44,IYS:GoA2019_Stn22:bongo:Net2:SS44:zoop_occ-207,Euphausia pacifica,NA,individualCount,10,IYS:GoA2019_Stn22:bongo:Net2:SS44:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS45,IYS:GoA2019_Stn22:bongo:Net2:SS45:zoop_occ-208,Euphausia pacifica,NA,individualCount,11,IYS:GoA2019_Stn22:bongo:Net2:SS45:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS45,IYS:GoA2019_Stn22:bongo:Net2:SS45:zoop_occ-208,Euphausia pacifica,NA,minimumLength,15,IYS:GoA2019_Stn22:bongo:Net2:SS45:minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:SS45,IYS:GoA2019_Stn22:bongo:Net2:SS45:zoop_occ-208,Euphausia pacifica,NA,maximumLength,17,IYS:GoA2019_Stn22:bongo:Net2:SS45:maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn22:bongo:Net2:Z216,IYS:GoA2019_Stn22:bongo:Net2:Z216:zoop_occ-209,Animalia,NA,individualCount,1,IYS:GoA2019_Stn22:bongo:Net2:Z216:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn22:bongo:Net2:Z216,IYS:GoA2019_Stn22:bongo:Net2:Z216:zoop_occ-209,Animalia,NA,length,0.5,IYS:GoA2019_Stn22:bongo:Net2:Z216:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn22:bongo:Net2:Z218,IYS:GoA2019_Stn22:bongo:Net2:Z218:zoop_occ-210,Animalia,NA,length,0.25,IYS:GoA2019_Stn22:bongo:Net2:Z218:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn22:bongo:Net2:Z218,IYS:GoA2019_Stn22:bongo:Net2:Z218:zoop_occ-210,Animalia,NA,individualCount,1,IYS:GoA2019_Stn22:bongo:Net2:Z218:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn22:bongo:Net2:Z277,IYS:GoA2019_Stn22:bongo:Net2:Z277:zoop_occ-211,Animalia,NA,length,1.0,IYS:GoA2019_Stn22:bongo:Net2:Z277:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn22:bongo:Net2:Z277,IYS:GoA2019_Stn22:bongo:Net2:Z277:zoop_occ-211,Animalia,NA,individualCount,1,IYS:GoA2019_Stn22:bongo:Net2:Z277:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn22:bongo:Net2:Z279,IYS:GoA2019_Stn22:bongo:Net2:Z279:zoop_occ-212,Animalia,NA,individualCount,1,IYS:GoA2019_Stn22:bongo:Net2:Z279:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn22:bongo:Net2:Z279,IYS:GoA2019_Stn22:bongo:Net2:Z279:zoop_occ-212,Animalia,NA,length,2.0,IYS:GoA2019_Stn22:bongo:Net2:Z279:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/S11/current/S117/,Length type: Size fraction
IYS:GoA2019_Stn23:bongo:Net2:22020,IYS:GoA2019_Stn23:bongo:Net2:22020:zoop_occ-213,Thysanoessa spinifera,NA,length,20,IYS:GoA2019_Stn23:bongo:Net2:22020:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22020,IYS:GoA2019_Stn23:bongo:Net2:22020:zoop_occ-213,Thysanoessa spinifera,NA,individualCount,1,IYS:GoA2019_Stn23:bongo:Net2:22020:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22020,IYS:GoA2019_Stn23:bongo:Net2:22020:zoop_occ-215,Thysanoessa spinifera,NA,length,15,IYS:GoA2019_Stn23:bongo:Net2:22020:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22020,IYS:GoA2019_Stn23:bongo:Net2:22020:zoop_occ-214,Thysanoessa spinifera,NA,individualCount,1,IYS:GoA2019_Stn23:bongo:Net2:22020:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22020,IYS:GoA2019_Stn23:bongo:Net2:22020:zoop_occ-214,Thysanoessa spinifera,NA,length,19,IYS:GoA2019_Stn23:bongo:Net2:22020:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22020,IYS:GoA2019_Stn23:bongo:Net2:22020:zoop_occ-215,Thysanoessa spinifera,NA,individualCount,1,IYS:GoA2019_Stn23:bongo:Net2:22020:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22021,IYS:GoA2019_Stn23:bongo:Net2:22021:zoop_occ-217,Euphausia pacifica,NA,individualCount,1,IYS:GoA2019_Stn23:bongo:Net2:22021:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22021,IYS:GoA2019_Stn23:bongo:Net2:22021:zoop_occ-216,Euphausia pacifica,NA,length,10,IYS:GoA2019_Stn23:bongo:Net2:22021:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22021,IYS:GoA2019_Stn23:bongo:Net2:22021:zoop_occ-217,Euphausia pacifica,NA,length,16,IYS:GoA2019_Stn23:bongo:Net2:22021:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22021,IYS:GoA2019_Stn23:bongo:Net2:22021:zoop_occ-218,Euphausia pacifica,NA,individualCount,1,IYS:GoA2019_Stn23:bongo:Net2:22021:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22021,IYS:GoA2019_Stn23:bongo:Net2:22021:zoop_occ-218,Euphausia pacifica,NA,length,16,IYS:GoA2019_Stn23:bongo:Net2:22021:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:22021,IYS:GoA2019_Stn23:bongo:Net2:22021:zoop_occ-216,Euphausia pacifica,NA,individualCount,1,IYS:GoA2019_Stn23:bongo:Net2:22021:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: total
IYS:GoA2019_Stn23:bongo:Net2:SS46,IYS:GoA2019_Stn23:bongo:Net2:SS46:zoop_occ-219,Thysanoessa spinifera,NA,individualCount,1,IYS:GoA2019_Stn23:bongo:Net2:SS46:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn23:bongo:Net2:SS46,IYS:GoA2019_Stn23:bongo:Net2:SS46:zoop_occ-219,Thysanoessa spinifera,NA,length,21.0,IYS:GoA2019_Stn23:bongo:Net2:SS46:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn23:bongo:Net2:SS46,IYS:GoA2019_Stn23:bongo:Net2:SS46:zoop_occ-219,Thysanoessa spinifera,NA,weight,10.3,IYS:GoA2019_Stn23:bongo:Net2:SS46:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn23:bongo:Net2:SS47,IYS:GoA2019_Stn23:bongo:Net2:SS47:zoop_occ-220,Thysanoessa spinifera,NA,individualCount,1,IYS:GoA2019_Stn23:bongo:Net2:SS47:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn23:bongo:Net2:SS47,IYS:GoA2019_Stn23:bongo:Net2:SS47:zoop_occ-220,Thysanoessa spinifera,NA,weight,12.2,IYS:GoA2019_Stn23:bongo:Net2:SS47:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn23:bongo:Net2:SS47,IYS:GoA2019_Stn23:bongo:Net2:SS47:zoop_occ-220,Thysanoessa spinifera,NA,length,21.0,IYS:GoA2019_Stn23:bongo:Net2:SS47:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn23:bongo:Net2:SS48,IYS:GoA2019_Stn23:bongo:Net2:SS48:zoop_occ-221,Thysanoessa spinifera,NA,length,16.0,IYS:GoA2019_Stn23:bongo:Net2:SS48:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn23:bongo:Net2:SS48,IYS:GoA2019_Stn23:bongo:Net2:SS48:zoop_occ-221,Thysanoessa spinifera,NA,individualCount,1,IYS:GoA2019_Stn23:bongo:Net2:SS48:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn23:bongo:Net2:SS48,IYS:GoA2019_Stn23:bongo:Net2:SS48:zoop_occ-221,Thysanoessa spinifera,NA,weight,5.7,IYS:GoA2019_Stn23:bongo:Net2:SS48:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,From > 4mm fraction of net 2. Length type: total
IYS:GoA2019_Stn23:bongo:Net2:SS49,IYS:GoA2019_Stn23:bongo:Net2:SS49:zoop_occ-222,Thysanoessa spinifera,NA,individualCount,1,IYS:GoA2019_Stn23:bongo:Net2:SS49:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,From > 4mm fraction of net 2. Length type: total
