cruise,station,gear,net,sample_depth,start_latitude,start_longitude,end_latitude,end_longitude,date,start_time,depth,sample_id,universal_id_ftn,sample_type,group,scientificName,organismQuantity,size_fraction,length_mm,length_type,weight_mg,tissue,stage,preservation,sub_sample,notes,cast,eventID,occurrenceID,occurrenceStatus,organismQuantityType,scientificNameID
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,22009.0,"NA",Lipid,Copepod,Neocalanus cristatus,1,4.0,6.0,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:22009.0,IYS_GoA2019_zocc59,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,22010.0,"NA",Lipid,Copepod,Neocalanus cristatus,1,4.0,6.0,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:22010.0,IYS_GoA2019_zocc60,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,22011.0,"NA",Lipid,Copepod,Neocalanus cristatus,1,4.0,6.0,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:22011.0,IYS_GoA2019_zocc61,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,SS7,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,16.0,total,TBD,whole,"NA",Freeze: -20,NA,"From 4mm size fraction of Bongo net 2, Station 14",GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:SS7,IYS_GoA2019_zocc62,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,SS8,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,17.0,total,TBD,whole,"NA",Freeze: -20,NA,"From 4mm size fraction of Bongo net 2, Station 14",GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:SS8,IYS_GoA2019_zocc63,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,SS9,"NA",FA/ISO,Euphausiid,Euphausia pacifica,3,4.0,15.0,total,TBD,whole,"NA",Freeze: -20,NA,"From 4mm size fraction of Bongo net 2, Station 14",GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:SS9,IYS_GoA2019_zocc64,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,SS10,"NA",FA/ISO,Zooplankton,Squat lobster,1,4.0,15.0,total,TBD,whole,"NA",Freeze: -20,NA,"From 4mm size fraction of Bongo net 2, Station 14",GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:SS10,IYS_GoA2019_zocc65,present,individuals,urn:lsid:marinespecies.org:taxname:106671
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,SS11,"NA",FA/ISO,Copepod,Neocalanus cristatus,1,4.0,6.5,total,TBD,whole,"NA",Freeze: -20,NA,"From 4mm size fraction of Bongo net 2, Station 14",GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:SS11,IYS_GoA2019_zocc66,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,SS12_1,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,1,4.0,12,total,TBD,whole,"NA",Freeze: -20,NA,"From 4mm size fraction of Bongo net 2, Station 14",GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:SS12,IYS_GoA2019_zocc67,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,SS12_2,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,1,4.0,13,total,TBD,whole,"NA",Freeze: -20,NA,"From 4mm size fraction of Bongo net 2, Station 14",GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:SS12,IYS_GoA2019_zocc68,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,SS13,"NA",FA/ISO,Chaetognath,Chaetognath (Sagitta),3.0,4.0,25-30mm,total,TBD,whole,"NA",Freeze: -20,NA,"From 4mm size fraction of Bongo net 2, Station 14",GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:SS13,IYS_GoA2019_zocc69,present,individuals,urn:lsid:marinespecies.org:taxname:5949
GoA2019,GoA2019_Stn14,Bongo,2,250,51.66566666666667,-147.50133333333332,"NA","NA",2019-02-26T00:00:00Z,1899-12-31T05:15:00Z,4200,SS14,"NA",FA/ISO,Siphonphore,siphonophore,3.0,4.0,10-15mm,total,TBD,whole,"NA",Freeze: -20,NA,"From 4mm size fraction of Bongo net 2, Station 14",GoA2019_Stn14:bongo:Net2,GoA2019_Stn14:bongo:Net2:SS14,IYS_GoA2019_zocc70,present,individuals,urn:lsid:marinespecies.org:taxname:1371
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,22012.0,"NA",Lipid,Euphausiid,Euphausia pacifica,1,4.0,15.0,total,TBD,whole,"NA",Freeze: -20,NA,Charlie samples,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:22012.0,IYS_GoA2019_zocc71,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,22013.0,"NA",Lipid,Euphausiid,Euphausia pacifica,1,4.0,16.0,total,TBD,whole,"NA",Freeze: -20,NA,Charlie samples,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:22013.0,IYS_GoA2019_zocc72,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,22014.0,"NA",Lipid,Euphausiid,Euphausia pacifica,1,4.0,17.0,total,TBD,whole,"NA",Freeze: -20,NA,Charlie samples,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:22014.0,IYS_GoA2019_zocc73,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,22015.0,"NA",Lipid,Euphausiid,Euphausia pacifica,1,4.0,17.0,total,TBD,whole,"NA",Freeze: -20,NA,Charlie samples,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:22015.0,IYS_GoA2019_zocc74,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,22016.0,"NA",Lipid,Copepod,Neocalanus cristatus,1,4.0,6.0,total,TBD,whole,"NA",Freeze: -20,NA,Charlie samples,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:22016.0,IYS_GoA2019_zocc75,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,SS18,"NA",Isotope,Copepod,Neocalanus cristatus,3,4.0,6.5,total,4.3,whole,"NA",Freeze: -20,NA,From net 2,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:SS18,IYS_GoA2019_zocc76,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,SS19,"NA",Isotope,Copepod,Neocalanus cristatus,3,4.0,6.5,total,5.2,whole,"NA",Freeze: -20,NA,From net 2,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:SS19,IYS_GoA2019_zocc77,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,SS20,"NA",Isotope,Copepod,Neocalanus cristatus,3,4.0,6.5,total,4.8,whole,"NA",Freeze: -20,NA,From net 2,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:SS20,IYS_GoA2019_zocc78,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,SS21,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,22.0,total,13.2,whole,"NA",Freeze: -20,NA,From net 2,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:SS21,IYS_GoA2019_zocc79,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,SS22,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,21.0,total,10.3,whole,"NA",Freeze: -20,NA,From net 2,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:SS22,IYS_GoA2019_zocc80,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,SS23,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,18.0,total,7.3,whole,"NA",Freeze: -20,NA,From net 2,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:SS23,IYS_GoA2019_zocc81,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,SS24,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,13.0,total,3.5,whole,"NA",Freeze: -20,NA,From net 2,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:SS24,IYS_GoA2019_zocc82,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn17,Bongo,2,250,54.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T05:45:00Z,3500,SS25,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,12.0,total,2.9,whole,"NA",Freeze: -20,NA,From net 2,GoA2019_Stn17:bongo:Net2,GoA2019_Stn17:bongo:Net2:SS25,IYS_GoA2019_zocc83,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn18,Bongo,2,250,55.66833333333334,-147.4995,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T14:30:00Z,4150,SS26,"NA",Isotope,Euphausiid,Thysanoessa spinifera,2,4.0,11.0,total,4.8,whole,"NA",Freeze: -20,NA,From net 2,GoA2019_Stn18:bongo:Net2,GoA2019_Stn18:bongo:Net2:SS26,IYS_GoA2019_zocc84,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn18,Bongo,2,250,55.66833333333334,-147.4995,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T14:30:00Z,4150,SS27,"NA",Isotope,Chaetognath,Chaetognath (Sagitta),4.0,4.0,25-28mm,total,11.1,whole,"NA",Freeze: -20,NA,From net 2,GoA2019_Stn18:bongo:Net2,GoA2019_Stn18:bongo:Net2:SS27,IYS_GoA2019_zocc85,present,individuals,urn:lsid:marinespecies.org:taxname:5949
GoA2019,GoA2019_Stn19,Bongo,1,250,56.666666666666664,-147.5,"NA","NA",2019-02-27T00:00:00Z,1899-12-31T22:27:00Z,4000,Z290,"NA",FA/ISO,Ctenophore,Beroe sp.,1,"NA",75.0,total,TBD,whole,"NA",Freeze: -20,NA,Taken from Net 1 (formalin sample),GoA2019_Stn19:bongo:Net1,GoA2019_Stn19:bongo:Net1:Z290,IYS_GoA2019_zocc86,present,individuals,urn:lsid:marinespecies.org:taxname:1434803
GoA2019,GoA2019_Stn20,Bongo,2,250,56.66733333333333,-146,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T06:15:00Z,4000,22017.0,"NA",Isotope,Euphausiid,Euphausiid,1,4.0,15.0,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn20:bongo:Net2,GoA2019_Stn20:bongo:Net2:22017.0,IYS_GoA2019_zocc87,present,individuals,urn:lsid:marinespecies.org:taxname:110671
GoA2019,GoA2019_Stn20,Bongo,2,250,56.66733333333333,-146,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T06:15:00Z,4000,22018.0,"NA",Isotope,Euphausiid,Euphausiid,1,4.0,17.0,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn20:bongo:Net2,GoA2019_Stn20:bongo:Net2:22018.0,IYS_GoA2019_zocc88,present,individuals,urn:lsid:marinespecies.org:taxname:110671
GoA2019,GoA2019_Stn20,Bongo,2,250,56.66733333333333,-146,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T06:15:00Z,4000,22019.0,"NA",Isotope,Copepod,Neocalanus cristatus,3,2.0,6.0,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn20:bongo:Net2,GoA2019_Stn20:bongo:Net2:22019.0,IYS_GoA2019_zocc89,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn20,Bongo,2,250,56.66733333333333,-146,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T06:15:00Z,4000,SS28,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,15.0,total,4.3,whole,"NA",Freeze: -20,NA,From Net 2 4000 micron fraction,GoA2019_Stn20:bongo:Net2,GoA2019_Stn20:bongo:Net2:SS28,IYS_GoA2019_zocc90,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn20,Bongo,2,250,56.66733333333333,-146,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T06:15:00Z,4000,SS29,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,16.0,total,4.5,whole,"NA",Freeze: -20,NA,From Net 2 4000 micron fraction,GoA2019_Stn20:bongo:Net2,GoA2019_Stn20:bongo:Net2:SS29,IYS_GoA2019_zocc91,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn20,Bongo,2,250,56.66733333333333,-146,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T06:15:00Z,4000,SS30,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,20.0,total,9.4,whole,"NA",Freeze: -20,NA,From Net 2 4000 micron fraction,GoA2019_Stn20:bongo:Net2,GoA2019_Stn20:bongo:Net2:SS30,IYS_GoA2019_zocc92,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn20,Bongo,2,250,56.66733333333333,-146,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T06:15:00Z,4000,SS31,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,18.0,total,9.3,whole,"NA",Freeze: -20,NA,From Net 2 4000 micron fraction,GoA2019_Stn20:bongo:Net2,GoA2019_Stn20:bongo:Net2:SS31,IYS_GoA2019_zocc93,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn20,Bongo,2,250,56.66733333333333,-146,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T06:15:00Z,4000,SS33,"NA",Isotope,Copepod,Neocalanus cristatus,2,2.0,5.0,total,5.8,whole,"NA",Freeze: -20,NA,From Net 2 2000 micron fraction,GoA2019_Stn20:bongo:Net2,GoA2019_Stn20:bongo:Net2:SS33,IYS_GoA2019_zocc94,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn20,Bongo,2,250,56.66733333333333,-146,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T06:15:00Z,4000,SS34,"NA",Isotope,Copepod,Neocalanus cristatus,2,2.0,5.0,total,2.4,whole,"NA",Freeze: -20,NA,From Net 2 2000 micron fraction,GoA2019_Stn20:bongo:Net2,GoA2019_Stn20:bongo:Net2:SS34,IYS_GoA2019_zocc95,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn20,Bongo,2,250,56.66733333333333,-146,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T06:15:00Z,4000,SS35,"NA",Isotope,Copepod,Neocalanus cristatus,2,2.0,5.0,total,4.2,whole,"NA",Freeze: -20,NA,From Net 2 2000 micron fraction,GoA2019_Stn20:bongo:Net2,GoA2019_Stn20:bongo:Net2:SS35,IYS_GoA2019_zocc96,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS38_1,"NA",FA/ISO,Zooplankton,Siphonophore (Lensia type),1,4.0,14,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS38,IYS_GoA2019_zocc97,present,individuals,urn:lsid:marinespecies.org:taxname:135365
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS38_2,"NA",FA/ISO,Zooplankton,Siphonophore (Lensia type),1,4.0,23,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS38,IYS_GoA2019_zocc98,present,individuals,urn:lsid:marinespecies.org:taxname:135365
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS39,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,2,4.0,12.0,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS39,IYS_GoA2019_zocc99,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS40,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,3,4.0,16.0,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS40,IYS_GoA2019_zocc100,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS41,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,2,4.0,20.0,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS41,IYS_GoA2019_zocc101,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS42,"NA",FA/ISO,Euphausiid,Euphausia pacifica,5,4.0,11.0,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS42,IYS_GoA2019_zocc102,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS42B_1,"NA",FA/ISO,Hydromedusae,Aequorea sp.,1,4.0,17,bell diameter,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS42B,IYS_GoA2019_zocc103,present,individuals,urn:lsid:marinespecies.org:taxname:116998
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS42B_2,"NA",FA/ISO,Hydromedusae,Aequorea sp.,1,4.0,25,bell diameter,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS42B,IYS_GoA2019_zocc104,present,individuals,urn:lsid:marinespecies.org:taxname:116998
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS43,"NA",FA/ISO,Euphausiid,Euphausia pacifica,2.0,4.0,20-21,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS43,IYS_GoA2019_zocc105,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS44,"NA",FA/ISO,Euphausiid,Euphausia pacifica,10.0,4.0,15-17,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS44,IYS_GoA2019_zocc106,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn22,Bongo,2,250,56.666666666666664,-143,"NA","NA",2019-02-28T00:00:00Z,1899-12-31T21:05:00Z,3800,SS45,"NA",FA/ISO,Euphausiid,Euphausia pacifica,11.0,4.0,15-17,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn22:bongo:Net2,GoA2019_Stn22:bongo:Net2:SS45,IYS_GoA2019_zocc107,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,22020.0,"NA",Lipid,Euphausiid,Thysanoessa spinifera,3,4.0,"20,19, 15",total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:22020.0,IYS_GoA2019_zocc108,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,22021.0,"NA",Lipid,Euphausiid,Euphausia pacifica,3,4.0,"10, 16, 16",total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:22021.0,IYS_GoA2019_zocc109,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,SS46,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,21.0,total,10.3,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:SS46,IYS_GoA2019_zocc110,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,SS47,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,21.0,total,12.2,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:SS47,IYS_GoA2019_zocc111,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,SS48,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,16.0,total,5.7,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:SS48,IYS_GoA2019_zocc112,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,SS49,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,16.0,total,3.5,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:SS49,IYS_GoA2019_zocc113,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,SS50,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,22.0,total,13.1,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:SS50,IYS_GoA2019_zocc114,present,individuals,urn:lsid:marinespecies.org:taxname:237851
