eventID,eventRemarks,parentEventID,notes,eventDate,decimalLatitude,decimalLongitude,minimumDepthInMeters,maximumDepthInMeters,sampleSizeValue,sampleSizeUnit,samplingProtocol,samplingEffort,footprintWKT,coordinateUncertaintyInMeters,type,geodeticDatum,occurrenceID,scientificName,scientificNameID,kingdom,phylum,class,order,family,genus,occurrenceStatus,Preparations,organismQuantity,organismQuantityType,stage,lifeStage,sex,reproductiveCondition,occurrenceRemarks
GoA2019_Stn11:bongo:Net2:22004.0,sample,GoA2019_Stn11:bongo:Net2,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,36.806070204820209,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc31,Copepod,urn:lsid:marinespecies.org:taxname:1080,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net2:S104,sample,GoA2019_Stn11:bongo:Net2,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,36.806070204820209,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc37,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net2:S103,sample,GoA2019_Stn11:bongo:Net2,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,36.806070204820209,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc36,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net2:22000.0,sample,GoA2019_Stn11:bongo:Net2,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,36.806070204820209,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc27,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net2:S106,sample,GoA2019_Stn11:bongo:Net2,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,36.806070204820209,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc39,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net2:S108,sample,GoA2019_Stn11:bongo:Net2,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,36.806070204820209,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc41,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net2:S102,sample,GoA2019_Stn11:bongo:Net2,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,36.806070204820209,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc35,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net2:S107,sample,GoA2019_Stn11:bongo:Net2,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,36.806070204820209,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc40,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net2:S105,sample,GoA2019_Stn11:bongo:Net2,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,36.806070204820209,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc38,Cyphocaris,urn:lsid:marinespecies.org:taxname:101603,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net1:Petri dish,sample,GoA2019_Stn11:bongo:Net1,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,45.618642681142681,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc18,Salpa aspera,urn:lsid:marinespecies.org:taxname:137270,Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,present,formalin,3,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net1:Petri dish,sample,GoA2019_Stn11:bongo:Net1,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,45.618642681142681,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc19,Salpa aspera,urn:lsid:marinespecies.org:taxname:137270,Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,present,formalin,3,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net1:Petri dish,sample,GoA2019_Stn11:bongo:Net1,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,45.618642681142681,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc20,Salpa aspera,urn:lsid:marinespecies.org:taxname:137270,Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,present,formalin,4,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net1:Petri dish,sample,GoA2019_Stn11:bongo:Net1,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,45.618642681142681,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc21,Salpa aspera,urn:lsid:marinespecies.org:taxname:137270,Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,present,formalin,3,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net1:S111,sample,GoA2019_Stn11:bongo:Net1,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,45.618642681142681,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc24,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,formalin,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net1:S112,sample,GoA2019_Stn11:bongo:Net1,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,45.618642681142681,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc25,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,formalin,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net1:S113,sample,GoA2019_Stn11:bongo:Net1,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,45.618642681142681,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc26,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,formalin,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net1:S109,sample,GoA2019_Stn11:bongo:Net1,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,45.618642681142681,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc22,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,present,formalin,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn11:bongo:Net1:S110,sample,GoA2019_Stn11:bongo:Net1,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,45.618642681142681,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc23,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,present,formalin,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn12:bongo:Net2:Z274,sample,GoA2019_Stn12:bongo:Net2,NA,2019-02-24T23:15:00Z,49.666666666666664,-147.5,250,250,65.384963232463235,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   49.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn12:bongo:Net2:Z275,sample,GoA2019_Stn12:bongo:Net2,NA,2019-02-24T23:15:00Z,49.666666666666664,-147.5,250,250,65.384963232463235,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   49.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn12:bongo:Net2:Z278,sample,GoA2019_Stn12:bongo:Net2,NA,2019-02-24T23:15:00Z,49.666666666666664,-147.5,250,250,65.384963232463235,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   49.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn12:bongo:Net2:Z299,sample,GoA2019_Stn12:bongo:Net2,NA,2019-02-24T23:15:00Z,49.666666666666664,-147.5,250,250,65.384963232463235,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   49.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn12:bongo:Net2:Z29,sample,GoA2019_Stn12:bongo:Net2,NA,2019-02-24T23:15:00Z,49.666666666666664,-147.5,250,250,65.384963232463235,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   49.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn13:bongo:Net2:Z271,sample,GoA2019_Stn13:bongo:Net2,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,49.0625,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn13:bongo:Net2:Z272,sample,GoA2019_Stn13:bongo:Net2,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,49.0625,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn13:bongo:Net2:Z273,sample,GoA2019_Stn13:bongo:Net2,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,49.0625,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn13:bongo:Net2:Z251,sample,GoA2019_Stn13:bongo:Net2,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,49.0625,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn13:bongo:Net2:Z300,sample,GoA2019_Stn13:bongo:Net2,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,49.0625,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn13:bongo:Net1:SS5,sample,GoA2019_Stn13:bongo:Net1,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,48.761846269346272,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc46,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,present,formalin,2,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn13:bongo:Net1:SS6,sample,GoA2019_Stn13:bongo:Net1,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,48.761846269346272,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc47,Sergestes similis,urn:lsid:marinespecies.org:taxname:514127,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,present,formalin,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn13:bongo:Net1:SS4,sample,GoA2019_Stn13:bongo:Net1,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,48.761846269346272,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc45,Sergestes similis,urn:lsid:marinespecies.org:taxname:514127,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,present,formalin,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn13:bongo:Net1:SS3,sample,GoA2019_Stn13:bongo:Net1,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,48.761846269346272,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc44,Sergestes similis,urn:lsid:marinespecies.org:taxname:514127,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,present,formalin,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn13:bongo:Net1:SS1,sample,GoA2019_Stn13:bongo:Net1,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,48.761846269346272,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc42,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,formalin,5,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn13:bongo:Net1:SS2,sample,GoA2019_Stn13:bongo:Net1,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,48.761846269346272,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc43,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,formalin,5,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:Z295,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn14:bongo:Net2:Z296,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn14:bongo:Net2:Z297,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn14:bongo:Net2:Z298,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn14:bongo:Net2:SS12,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc60,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:SS12,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc61,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:SS10,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc58,Squat lobster,urn:lsid:marinespecies.org:taxname:106671,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:SS14,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc63,siphonophore,urn:lsid:marinespecies.org:taxname:1371,Animalia,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,present,size fractionated & frozen,3,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:SS11,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc59,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:22008.0,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc51,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:22009.0,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc52,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:22010.0,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc53,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:22011.0,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc54,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:SS8,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc56,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:SS7,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc55,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,present,size fractionated & frozen,1,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
GoA2019_Stn14:bongo:Net2:SS9,sample,GoA2019_Stn14:bongo:Net2,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,IYS_GoA2019_zocc57,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,present,size fractionated & frozen,3,individuals,"NA",http://vocab.nerc.ac.uk/collection/S11/current/S1131/,NA,NA,NA
